,created_at,id_str,Company_to_Customer,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,Text,replyToSN,created,replyToSID,id,replyToUID,screenName
703,Thu Jun 29 12:01:42 +0000 2017,8.80396E+17,"@1956chris Hey Christine, is this your montior that's not working or the meter? Thanks, Jake",8.80393E+17,100262029,1956chris,"@BritishGasHelp #AppHelp My smart  meter is not working again, this is my 3rd one.",BritishGasHelp,29/06/2017 11:50,NA,8.80393E+17,431673892,1956chris
715,Thu Jun 29 11:47:27 +0000 2017,8.80392E+17,"@gooner1947 Hey Peter, I'll get this looked at for you right away. Can you Dm your full name, address &amp; account ref… https://t.co/KpMBDlY48B",8.8038E+17,813651144,gooner1947,@BritishGasHelp Whst a waste of time getting a smart meter installed when I was with BG then.,BritishGasHelp,29/06/2017 10:57,8.80378E+17,8.8038E+17,431673892,gooner1947
733,Thu Jun 29 11:08:37 +0000 2017,8.80382E+17,"@simsim4488 Let me see what I can do for you. Can you fire over your name, address &amp; DoB then I can check it out for you. Thanks, Jake",8.80382E+17,2714915588,simsim4488,@BritishGasHelp I would be surprised if you could as every time I call there is only 1 person I am told who can help and she is unavailable!,BritishGasHelp,29/06/2017 11:07,8.80382E+17,8.80382E+17,431673892,simsim4488
743,Thu Jun 29 11:07:26 +0000 2017,8.80382E+17,"@atommo66 Hey, if you'd like me to check anything out then please let me know! ^Jake",8.8038E+17,286865338,atommo66,@tanknet @BritishGas Totally agree mate,tanknet,29/06/2017 10:59,8.80339E+17,8.8038E+17,92962521,atommo66
753,Thu Jun 29 11:05:34 +0000 2017,8.80382E+17,"@simsim4488 Hey, that's a long time! I can take a look into this for you if you'd like? ^Jake",8.80379E+17,2714915588,simsim4488,"Tired, fed up and exhausted of wasting my time trying to resolve a @BritishGas complaint which started since April!!!!",NA,29/06/2017 10:55,NA,8.80379E+17,NA,simsim4488
763,Thu Jun 29 10:51:56 +0000 2017,8.80378E+17,"@gooner1947 You'll need to get the smart meter installation arranged with Sainsbury's &amp; that one will work perfetly. Thanks, Daryll",8.80374E+17,813651144,gooner1947,@BritishGasHelp Will my BG smart meter still work with Sainsbury Gas?,BritishGasHelp,29/06/2017 10:34,8.8037E+17,8.80374E+17,431673892,gooner1947
783,Thu Jun 29 10:20:23 +0000 2017,8.8037E+17,"@gooner1947 Hi Peter, we're helping Sainsbury's energy get smart meters installed for their customers. That's good… https://t.co/5RSAiNTBro",8.80357E+17,813651144,gooner1947,@BritishGasHelp should your smart meter work with your sister company Sainsbury gas?,BritishGasHelp,29/06/2017 09:27,NA,8.80357E+17,431673892,gooner1947
803,Thu Jun 29 10:07:55 +0000 2017,8.80367E+17,"@BigAgileToolkit Hi, oh, what page was this on? What were you trying to do? Thanks, Jamie-Lee",8.80359E+17,236825958,BigAgileToolkit,".@BritishGasHelp whoever built the @BritishGas website should reassess #Software quality, error handling &amp; #UX https://t.co/vwgmYcsD6H",NA,29/06/2017 09:33,NA,8.80359E+17,NA,BigAgileToolkit
815,Thu Jun 29 10:03:39 +0000 2017,8.80366E+17,"@fairycherub Hi Catherine, if you'd like to DM your account ref &amp; address over I can help you with this. Thanks, Emily",8.80358E+17,20102160,fairycherub,@BritishGasHelp How can I change the date of my direct debits please ?,BritishGasHelp,29/06/2017 09:30,NA,8.80358E+17,431673892,fairycherub
823,Thu Jun 29 10:03:32 +0000 2017,8.80366E+17,"@EmmaHakonsen Hi Emma, if you pop a DM with your address &amp; DoB I’ll see what’s going on. Thanks, Tracey",8.80362E+17,359517237,EmmaHakonsen,@BritishGasHelp We have an energy switch issue that's been ongoing since Oct. How can we get this resolved asap?,BritishGasHelp,29/06/2017 09:49,NA,8.80362E+17,431673892,EmmaHakonsen
833,Thu Jun 29 10:01:32 +0000 2017,8.80366E+17,"@Placey80 Hahaha Ah I see! I'm afraid not! Let's hope the sunshine makes a welcome return sometime soon though, and… https://t.co/T4BZ9Z2G7C",8.8036E+17,40831399,Placey80,@BritishGasHelp I mean me supporting you by putting heating on in summer! If you can fit a restraining bolt on my w… https://t.co/hrUkTgU2I1,BritishGasHelp,29/06/2017 09:40,8.80345E+17,8.8036E+17,431673892,Placey80
853,Thu Jun 29 09:55:12 +0000 2017,8.80364E+17,"@xKorynMichelle Hi Koryn, I’m sorry this doesn’t sound good. Please DM me your address &amp; DoB &amp; I’ll have a look. Thanks, Tracey.",8.80352E+17,258402706,xKorynMichelle,@BritishGasHelp debt when I top! Fed up of ringing up to sort this shit out now. Really I am!! (2),BritishGasHelp,29/06/2017 09:06,NA,8.80352E+17,431673892,xKorynMichelle
863,Thu Jun 29 09:44:09 +0000 2017,8.80361E+17,"@bpwiley Hi Ben, hope your lie in wasn't spoilt. Was this one of our engineers coming to see you? Thanks, Faith",8.80326E+17,356441478,bpwiley,When you get woken up at 8am by the British Gas geezer <ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>,NA,29/06/2017 07:24,NA,8.80326E+17,NA,bpwiley
873,Thu Jun 29 09:41:08 +0000 2017,8.8036E+17,"@ChaoNaut Hi Chao, I can look in to this for you. Please pop me over your full address and email address. Thanks, Sharon",8.80354E+17,20499168,ChaoNaut,@BritishGasHelp cannot log in to my BG account?,BritishGasHelp,29/06/2017 09:14,NA,8.80354E+17,431673892,ChaoNaut
893,Thu Jun 29 09:34:55 +0000 2017,8.80359E+17,"@joacie Hi Jo, I'm sorry you feel like this. We're now offering a Rewards Scheme and you can sign up on your online account. Thanks, Sharon",8.80354E+17,16184541,joacie,.@BritishGas getting rid of Nectar points. Might think about getting rid of them too then. Two days notice of that is shocking as well btw <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>,NA,29/06/2017 09:13,NA,8.80354E+17,NA,joacie
903,Thu Jun 29 09:22:39 +0000 2017,8.80356E+17,"@CantonaPat Hi Pat, are you able to DM me with the registration plate &amp; location? Cheers, Dan https://t.co/dlgcd3TRmR",8.80344E+17,243769494,CantonaPat,@BritishGas Whole empty street to park and he parks on the corner on the kerb https://t.co/b0ZlwNpQvk,BritishGas,29/06/2017 08:37,NA,8.80344E+17,46630225,CantonaPat
915,Thu Jun 29 09:21:53 +0000 2017,8.80356E+17,"@tanknet Hi Paul, did you have estimated bills before? If you'd like me to take a look please DM your info over :)… https://t.co/g6Rm9bSQVb",8.80339E+17,92962521,tanknet,Since changing to the smart reader at @BritishGas I'm sure I am now paying more money and bills are higher!!!!!!!,NA,29/06/2017 08:17,NA,8.80339E+17,NA,tanknet
923,Thu Jun 29 08:46:13 +0000 2017,8.80347E+17,"@davidluketaylor Hi Luke, this doesn't sound good. Let me check if we're getting the readings through. Pls send me… https://t.co/tPLdkXA9Rv",8.8032E+17,20667589,davidluketaylor,"@BritishGasHelp my smart meter seems to have stopped working. It keeps saying connecting, but it won't connect. Any ideas?",BritishGasHelp,29/06/2017 06:59,NA,8.8032E+17,431673892,davidluketaylor
933,Thu Jun 29 08:37:59 +0000 2017,8.80345E+17,"@Placey80 Hi Chris, do you need a hand with anything, here to help if you do! Thanks, Nathan",8.80337E+17,40831399,Placey80,"@craigduxbury Out on me bike last night and had to take cover from wind and rain, hangin' Don't get me started abou… https://t.co/1RZ2xxuoul",craigduxbury,29/06/2017 08:07,8.80325E+17,8.80337E+17,21855000,Placey80
943,Thu Jun 29 08:36:21 +0000 2017,8.80344E+17,"@richclareoufc Hi Richard, not what I like to hear. I can look into this for you, please pop me a DM with your full… https://t.co/O94hnaP7hv",8.80298E+17,463202489,richclareoufc,"@BritishGasHelp hi, I'd like to know why when I have a DD set for 26th you have tried to take on 14th, taken on 26th and taken again today?",BritishGasHelp,29/06/2017 05:32,NA,8.80298E+17,431673892,richclareoufc
953,Thu Jun 29 08:33:36 +0000 2017,8.80343E+17,"@tiggerse17 Hi, I'm sorry about this and can look into it for you. Please send me a DM with your full address, name and DoB. Thanks, Sharon",8.80291E+17,163206252,tiggerse17,Appalling #CustomerExperience @BritishGas @BritishGasHelp I don't have ac with you stop sending me bills,NA,29/06/2017 05:05,NA,8.80291E+17,NA,tiggerse17
963,Thu Jun 29 07:51:36 +0000 2017,8.80333E+17,"@_ElSwann Hi James, sorry you've had to raise a complaint. Can you pop me a DM with your customer ref number and Do… https://t.co/zxcRDJmxas",8.80173E+17,78087067,_ElSwann,"@BritishGasHelp Hi there, we've submitted a complaint via email outlining the issue and what happened so would appr… https://t.co/UpFk7hKAMo",BritishGasHelp,28/06/2017 21:18,8.79791E+17,8.80173E+17,431673892,_ElSwann
973,Thu Jun 29 07:46:47 +0000 2017,8.80332E+17,"@nickyprice72 Hi Nicky, smart technology changes all the time. You can call for an update on 03332029862, they’re o… https://t.co/GsY1oSeduc",8.8017E+17,25831236,nickyprice72,"@BritishGasHelp I got a card through the post, I checked online and i think i was turned down because im on key meters.",BritishGasHelp,28/06/2017 21:05,8.80152E+17,8.8017E+17,431673892,nickyprice72
983,Thu Jun 29 07:38:02 +0000 2017,8.80329E+17,"@deborahw2064 Hi Deborah, if your mum wants us to look into this please ask her to contact us. Thanks, Emily.",8.80168E+17,503649361,deborahw2064,@BritishGasHelp Its my Mam that's having it. Yes they booked another appt. 3 times to swap out prepayment meter. To… https://t.co/A6t1evBg0M,BritishGasHelp,28/06/2017 20:57,8.80153E+17,8.80168E+17,431673892,deborahw2064
993,Thu Jun 29 07:38:01 +0000 2017,8.80329E+17,"@killiandonnelly Hi Killian, do we supply your new property? Please pop me your address &amp; DoB on a DM. Cheers, Tracey",8.80197E+17,160861935,killiandonnelly,@BritishGas Was with you guys in my last property. Moved out for 6 months and have bought a house and wish to contact you.,BritishGas,28/06/2017 22:53,NA,8.80197E+17,46630225,killiandonnelly
1003,Thu Jun 29 07:34:14 +0000 2017,8.80329E+17,"@pat5710w Hi Pat, that doesn't sound good. How long ago did this happen? Do you want me to look into this? Thanks, Faith.",8.80168E+17,1680739477,pat5710w,"@BritishGasHelp No this happened a while ago now,still annoyed at treatment from British Gas took no responsibility.",BritishGasHelp,28/06/2017 20:54,8.8016E+17,8.80168E+17,431673892,pat5710w
1015,Thu Jun 29 07:26:56 +0000 2017,8.80327E+17,"@Elywejnak Morning, Petr. Could you give us a follow and provide me with your full address and account number, plea… https://t.co/dFyNga8FW5",8.80142E+17,42840134,Elywejnak,@BritishGasHelp I spend 5+ hours on phone to switch my meter from business to domestic and you set new business account? British humour?,BritishGasHelp,28/06/2017 19:12,NA,8.80142E+17,431673892,Elywejnak
1543,Wed Jun 28 19:48:28 +0000 2017,8.80151E+17,"@Elywejnak Hey Petr, the Business Team are not in at the moment but will get back to you tomorrow to discuss this. Thanks, Daryll",8.80142E+17,42840134,Elywejnak,@BritishGasHelp I spend 5+ hours on phone to switch my meter from business to domestic and you set new business account? British humour?,BritishGasHelp,28/06/2017 19:12,NA,8.80142E+17,431673892,Elywejnak
1023,Thu Jun 29 07:17:15 +0000 2017,8.80324E+17,"@john_l_uk Hi John, I'm pretty sure that's what they'll be working on, a wifi smart meter would be ideal as most ho… https://t.co/evomg2p73h",8.80195E+17,29271958,john_l_uk,"@BritishGasHelp Thanks Jim, they're either going to need one that works off wi-fi or make the cellular ones more se… https://t.co/mIu6OcTu1b",BritishGasHelp,28/06/2017 22:45,8.80146E+17,8.80195E+17,431673892,john_l_uk
1043,Thu Jun 29 07:09:34 +0000 2017,8.80322E+17,"@DanielBowyer10 Morning Daniel, if you DM your details over I can chase this up. Cheers, Dan https://t.co/dlgcd3TRmR",8.80166E+17,8.53016E+17,DanielBowyer10,@BritishGas It's fine I'm waiting for someone to call me. Told me I'd get a call back on 21st June.. been waiting since. Losing hope.,BritishGas,28/06/2017 20:48,8.80159E+17,8.80166E+17,46630225,DanielBowyer10
1073,Wed Jun 28 21:00:31 +0000 2017,8.80169E+17,@stuS380 You can DM us without us following you but you need to follow us for us to DM you. Please DM using this li… https://t.co/pwQg3vvojE,8.80168E+17,1868666366,stuS380,@BritishGasHelp I think it requires you to follow me to be able to bring you up on th DM section??,BritishGasHelp,28/06/2017 20:56,8.80163E+17,8.80168E+17,431673892,Real_StuLawson
1103,Wed Jun 28 20:59:19 +0000 2017,8.80169E+17,@_katiemachin Keep your eyes peeled as we'll let you know when we're doing this :) ^Jake,8.80168E+17,22380527,_katiemachin,@BritishGasHelp That's good to know <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>@BritishGasHelp,BritishGasHelp,28/06/2017 20:55,8.80167E+17,8.80168E+17,431673892,_katiemachin
1115,Wed Jun 28 20:57:33 +0000 2017,8.80168E+17,"@OhMyBarnard Ah, it may be worth you giving our Smart Team a call on 03332029821, they're open from 8am tomorrow &amp;… https://t.co/1eCAgCyszA",8.80167E+17,206363134,OhMyBarnard,"@BritishGasHelp No, I click on the link and it takes me to an error message.",BritishGasHelp,28/06/2017 20:53,8.80167E+17,8.80167E+17,431673892,OhMyBarnard
1123,Wed Jun 28 20:52:13 +0000 2017,8.80167E+17,"@_katiemachin Hey Katie, suppliers are working on them being compatible across the board. Thanks, Jake",8.80155E+17,22380527,_katiemachin,@BBCWatchdog We had one fitted by @OVOEnergy and have switched to @BritishGas and it's not compatible. So what's the point?! @BBCWatchdog,BBCWatchdog,28/06/2017 20:04,8.8014E+17,8.80155E+17,132849881,_katiemachin
1133,Wed Jun 28 20:51:29 +0000 2017,8.80167E+17,"@OhMyBarnard Ah right, did it say why you couldn't have one now?",8.80166E+17,206363134,OhMyBarnard,"@BritishGasHelp Apparently I'm on a wait list, which i didn't know. How long do ppl normally stay on the wait list? Thanks.",BritishGasHelp,28/06/2017 20:49,8.80166E+17,8.80166E+17,431673892,OhMyBarnard
1143,Wed Jun 28 20:49:25 +0000 2017,8.80166E+17,"@minnieminek4 Hi christopher, I'm glad they're working out for you &amp; are helping you keep an eye on your usage. Thanks, Jim",8.80152E+17,8.80148E+17,minnieminek4,@BBCWatchdog i got smart meters is ok british gas put my in is good,BBCWatchdog,28/06/2017 19:52,NA,8.80152E+17,132849881,minnieminek4
1153,Wed Jun 28 20:47:22 +0000 2017,8.80166E+17,"@OhMyBarnard Hi Emma, you can find out how to get one &amp; more info about them here:https://t.co/0pFlIiYxT6. ^Shelley",8.80164E+17,206363134,OhMyBarnard,"@BritishGasHelp Hi, how can I get a smart metre? Thank you.",BritishGasHelp,28/06/2017 20:39,NA,8.80164E+17,431673892,OhMyBarnard
1163,Wed Jun 28 20:44:25 +0000 2017,8.80165E+17,"@Welshlass1962 Hi Maggie, that's fab to hear &amp; just what we like to see. Thanks for your comments. Have a lovely evening. ^Shelley",8.80156E+17,21140159,Welshlass1962,"@BBCWatchdog I've had my Smartmeter about 2/3yrs, installed by @BritishGas and had no issues at all <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",BBCWatchdog,28/06/2017 20:06,NA,8.80156E+17,132849881,Welshlass1962
1173,Wed Jun 28 20:43:45 +0000 2017,8.80165E+17,@DorisDareBlogg That's not good Yosha! Let me know once you've taken a photo &amp; send it over. ^Jake,8.80164E+17,8.10541E+17,DorisDareBlogg,"@BritishGasHelp I'll take a pic tomorrow , what worries me in same area years ago motor bike set alight and you wouldn't see pipe in dark .",BritishGasHelp,28/06/2017 20:38,8.80154E+17,8.80164E+17,431673892,DorisDareBlogg
1183,Wed Jun 28 20:38:24 +0000 2017,8.80163E+17,"@RuthRuthlw Hi Ruth, I've escalated the complaint with our Customer Relations team &amp; they'll be in touch within 48 hours. Thanks, Jim",8.80159E+17,2283170489,RuthRuthlw,@BritishGasHelp No Jim but I don't hold out much hope that it will be soon,BritishGasHelp,28/06/2017 20:22,8.80089E+17,8.80159E+17,431673892,RuthRuthlw
1193,Wed Jun 28 20:38:15 +0000 2017,8.80163E+17,@Duffield8 It sounds like you've escalated this to a high level &amp; I trust our Complaints Dept will get everything s… https://t.co/OVvoxAZzk5,8.80163E+17,248148664,Duffield8,@BritishGasHelp Its with your complaint team if they do not resolve it i will be taking it to watch dog it was Brit… https://t.co/9B1HQpk9Ff,BritishGasHelp,28/06/2017 20:36,8.80162E+17,8.80163E+17,431673892,Duffield8
1203,Wed Jun 28 20:37:19 +0000 2017,8.80163E+17,"@JulieRead4 Please DM your full address along with contact number &amp; I'll take a look into this for you. Thanks, Waz",8.80161E+17,390996730,JulieRead4,@BritishGasHelp No internet works fine.,BritishGasHelp,28/06/2017 20:28,8.80157E+17,8.80161E+17,431673892,JulieRead4
1215,Wed Jun 28 20:36:48 +0000 2017,8.80163E+17,"@stuS380 Please DM your full address along with contact number &amp; I'll take a look into this for you. Thanks, Waz",8.8016E+17,1868666366,stuS380,@BritishGasHelp I have emailed the problem but was told to leave it 2 weeks. It hasn't changed. Either works perfec… https://t.co/LjhqqMOLmx,BritishGasHelp,28/06/2017 20:24,8.8015E+17,8.8016E+17,431673892,Real_StuLawson
1223,Wed Jun 28 20:33:21 +0000 2017,8.80162E+17,"@Duffield8 Hi Paul, please let me know if there's anything I can look into/help with over here. Cheers, Jamie",8.80154E+17,248148664,Duffield8,@BritishGas @BritishGasHelp i have been paying £58per month got my renewal today they want £398 they are looking into it smart meters !,BritishGas,28/06/2017 20:02,NA,8.80154E+17,46630225,Duffield8
1233,Wed Jun 28 20:32:55 +0000 2017,8.80162E+17,"@britchic7 Hi Alexandre, sorry you've had problems contacting us, what are you trying to change with the appt? Thanks, Jim",8.80151E+17,387294348,britchic7,@BritishGas trying 2 contact u on help&amp;support&amp; nothing happening about it engineer app on 3/7/17 just new lock needed on w/machine 2 work,BritishGas,28/06/2017 19:49,NA,8.80151E+17,46630225,britchic7
1243,Wed Jun 28 20:30:51 +0000 2017,8.80162E+17,"@MikeASeaton Hi Mike, the meter readers will still call if they're in your area. They'll carry out a visual check o… https://t.co/NK2guGMzLb",8.80157E+17,2765119390,MikeASeaton,@BBCWatchdog @BritishGas we've got Gas &amp; Elec smart meters yet still a meter caller visits. #Why,BBCWatchdog,28/06/2017 20:14,NA,8.80157E+17,132849881,MikeASeaton
1253,Wed Jun 28 20:27:33 +0000 2017,8.80161E+17,"@kirstycouch Hi Kirsty, that's strange. Pls pop me a DM with your details so I can look into this for you? Thanks, Paul",8.8015E+17,34895258,kirstycouch,#watchdog - we can't have a gas smart meter as we have the wrong sort of gas apparently!  Love British gas!!!,NA,28/06/2017 19:45,NA,8.8015E+17,NA,kirstycouch
1263,Wed Jun 28 20:24:54 +0000 2017,8.8016E+17,"@VanessaJonesM wants them by 2020. We’ll be in touch when it’s possible to fit them. Thanks, Jim 2/2",8.8015E+17,1117620432,VanessaJonesM,#watchdog British gas came to install smart meters and couldn't as phone signal needed for it to work is too poor in our area!,NA,28/06/2017 19:43,NA,8.8015E+17,NA,VanessaJonesM
1273,Wed Jun 28 20:24:47 +0000 2017,8.8016E+17,"@VanessaJonesM Hi Vanessa, we're working hard to fix issues such as these as we need to fit Smart meters for everyone who 1/2",8.8015E+17,1117620432,VanessaJonesM,#watchdog British gas came to install smart meters and couldn't as phone signal needed for it to work is too poor in our area!,NA,28/06/2017 19:43,NA,8.8015E+17,NA,VanessaJonesM
1283,Wed Jun 28 20:24:12 +0000 2017,8.8016E+17,"@pat5710w Hi Pat, is there anything we can help with today? Cheers, Jamie",8.80143E+17,1680739477,pat5710w,They couldn't relight the boiler they left the property didn't care British Gas didn't want to know,NA,28/06/2017 19:18,NA,8.80143E+17,NA,pat5710w
1303,Wed Jun 28 20:23:01 +0000 2017,8.8016E+17,"@Mrmintcake Hi Chris, if you DM your full address &amp; Homecare ref number, we can look into this further for you. Cheers, Jamie",8.80142E+17,221365463,Mrmintcake,@BBCWatchdog #britishgas had my boiler comdemed after being serviced. they hadn't put it back together properly so it leaked gas,BBCWatchdog,28/06/2017 19:12,NA,8.80142E+17,132849881,Mrmintcake
1315,Wed Jun 28 20:22:17 +0000 2017,8.80159E+17,"@madmick51 Hi Michael, always here to help if you need us :) Thanks, Jamie-Lee",8.80146E+17,158864014,madmick51,@BBCWatchdog had trouble contacting British gas found the best way is @BritishGasHelp tweet them and they answer promptly,BBCWatchdog,28/06/2017 19:29,NA,8.80146E+17,132849881,madmick51
1323,Wed Jun 28 20:16:18 +0000 2017,8.80158E+17,"@NeilMacLeod1 Hi Neil, that's fab to hear :) Glad you're finding it useful. If you need anything in the future, ple… https://t.co/6fpP02C8ym",8.80146E+17,321861939,NeilMacLeod1,@BBCWatchdog Had a @BritishGas smart meter for 4 years and found it great! Loads of useful info and control of mont… https://t.co/JsFwgJWPtT,BBCWatchdog,28/06/2017 19:27,8.8014E+17,8.80146E+17,132849881,NeilMacLeod1
1333,Wed Jun 28 20:13:02 +0000 2017,8.80157E+17,@JulieRead4 Do you have any mobile network issues within your house or area? Waz,8.80153E+17,390996730,JulieRead4,@BritishGasHelp Thanks your looking into it. The monitor always loses connection. Feel frustrated by it not being reliable,BritishGasHelp,28/06/2017 19:57,8.80152E+17,8.80153E+17,431673892,JulieRead4
1393,Wed Jun 28 20:01:02 +0000 2017,8.80154E+17,"@DorisDareBlogg Hey Yosha, where does the pipe lead? Can you get a photo please? Thanks, Jake",8.80147E+17,8.10541E+17,DorisDareBlogg,Gas pipe fitted on side of a house on a public footpath by British gas.It's only foot from the ground.Dangerous @BBCWatchdog,NA,28/06/2017 19:34,NA,8.80147E+17,NA,DorisDareBlogg
1403,Wed Jun 28 19:59:55 +0000 2017,8.80154E+17,"@Vickiti It won't at the minute Vicki! That's why we're constantly developing technology, so that every home can have them by 2020.",8.8015E+17,60840634,Vickiti,@BritishGasHelp There is NO signal on ANY network in my living room. So how will that work?,BritishGasHelp,28/06/2017 19:43,8.80149E+17,8.8015E+17,431673892,Vickiti
1415,Wed Jun 28 19:58:06 +0000 2017,8.80153E+17,"@GFirth72 Hey, if you need anything or have any questions then please let me know! ^Jake",8.80143E+17,8.72929E+17,GFirth72,"@BBCWatchdog If British Gas give 12months training on how to fit a meter, there is no chance meeting this without c… https://t.co/uBktoHp0U9",BBCWatchdog,28/06/2017 19:16,8.8014E+17,8.80143E+17,132849881,GFirth72
1423,Wed Jun 28 19:56:02 +0000 2017,8.80153E+17,@danielvanloo National Measurement Office.  British Gas also tests each new meter type for manufacturing quality to… https://t.co/2D2STZpd1O,8.8015E+17,2469063793,danielvanloo,@BritishGasHelp Why would I Tracey? Have you watched @BBCWatchdog nice tonight ? I can't see the benefits only potential problems..?,BritishGasHelp,28/06/2017 19:43,8.80148E+17,8.8015E+17,431673892,danielv365
1493,Wed Jun 28 19:53:31 +0000 2017,8.80152E+17,@danielvanloo All new meters undergo rigorous testing for accuracy through the European Measuring Instruments Direc… https://t.co/XVWOqoFDCB,8.8015E+17,2469063793,danielvanloo,@BritishGasHelp Why would I Tracey? Have you watched @BBCWatchdog nice tonight ? I can't see the benefits only potential problems..?,BritishGasHelp,28/06/2017 19:43,8.80148E+17,8.8015E+17,431673892,danielv365
1433,Wed Jun 28 19:55:38 +0000 2017,8.80153E+17,"@deborahw2064 Hi Deborah, that isn't good. Have they booked you in for another appointment making sure they have th… https://t.co/ymS03ar7L7",8.80144E+17,503649361,deborahw2064,@BBC1 @stephmcgovern #smartmeters british gas have been out 3 times to install one. Each time they brought the wrong meter!!!,BBC1,28/06/2017 19:18,NA,8.80144E+17,2195265379,deborahw2064
1443,Wed Jun 28 19:55:31 +0000 2017,8.80153E+17,"@cornish_will Okay, please can you send over your address &amp; DoB in a Direct Message so I can look at this for you? ^Jake",8.80152E+17,330609776,cornish_will,@BritishGasHelp It was in the shelf by the smart meter,BritishGasHelp,28/06/2017 19:51,8.80151E+17,8.80152E+17,431673892,cornish_will
1453,Wed Jun 28 19:54:37 +0000 2017,8.80152E+17,"@JulieRead4 Hi Julie, I'm sorry the monitor isn't working for you. Doesn't it show both gas &amp; electricity details? Thanks, Waz",8.80143E+17,390996730,JulieRead4,"@MartinSLewis @BBCWatchdog Got one, but monitor never works! British Gas keep looking into it. Not impressed.",MartinSLewis,28/06/2017 19:17,8.80141E+17,8.80143E+17,252569527,JulieRead4
1463,Wed Jun 28 19:54:13 +0000 2017,8.80152E+17,"@shazza_cross Hey Sharon, I'll check this out. Please follow &amp; use the link to send us a private DM with all your d… https://t.co/hpfSdtXkve",8.80145E+17,194698351,shazza_cross,@BritishGasHelp #AppHelp my bill is wrong from moving in to property and ive been charged £300 on gas for 2months usage. Help!!!,BritishGasHelp,28/06/2017 19:25,NA,8.80145E+17,431673892,shazza_cross
1503,Wed Jun 28 19:52:05 +0000 2017,8.80152E+17,"@mayfieldhotelbp Hi Ian, can you tell me a bit more about what's gone wrong please? Are you talking about a Homecar… https://t.co/MWQBP8yZQM",8.80142E+17,2871139085,mayfieldhotelbp,"i need real help ive been conned with a contract by british gas big time
  #watchdoglive",NA,28/06/2017 19:12,NA,8.80142E+17,NA,mayfieldhotelbp
1515,Wed Jun 28 19:50:49 +0000 2017,8.80152E+17,"@nickyprice72 Hi Nicky, have we said why you couldn't have one? ^Shelley",8.8015E+17,25831236,nickyprice72,@BBCWatchdog I got turned down for a smart meter by British Gas,BBCWatchdog,28/06/2017 19:43,8.8014E+17,8.8015E+17,132849881,nickyprice72
1523,Wed Jun 28 19:49:06 +0000 2017,8.80151E+17,"@gothicwerewolf Pls pop me a DM with your address, customer number and DoB.",8.80149E+17,53856544,gothicwerewolf,@BritishGasHelp Because our gas meter is on the inside wall by the front door and it was a dry wall now it damp and we are not happy,BritishGasHelp,28/06/2017 19:42,8.80147E+17,8.80149E+17,431673892,emma89isles
1533,Wed Jun 28 19:48:45 +0000 2017,8.80151E+17,"@cornish_will Okay William, first thing I need you to do is unplug the monitor &amp; move it closer to the elec meter t… https://t.co/Z9vsbApfsf",8.80149E+17,330609776,cornish_will,@BritishGasHelp So can you not help Jake,BritishGasHelp,28/06/2017 19:42,8.80144E+17,8.80149E+17,431673892,cornish_will
1563,Wed Jun 28 19:46:11 +0000 2017,8.8015E+17,"@EmailDeborah Hi Deborah, please call our Smart Pre Pay Team for an update on 03332029862. They're open tomorrow 8-8. Cheers, Tracey",8.80146E+17,1182431402,EmailDeborah,@BBCWatchdog my smart meter very rearly took up so I have to call British gas or add vend code myself and looses signal connection  (part1),BBCWatchdog,28/06/2017 19:27,NA,8.80146E+17,132849881,EmailDeborah
1573,Wed Jun 28 19:46:05 +0000 2017,8.8015E+17,"@stuS380 2/2 allows the connectivity between the hub (white box near the electricity meter AKA: Trilliant) &amp; the monitor. Thanks, Waz",8.80146E+17,1868666366,stuS380,"@BBCWatchdog @BritishGas I have smart meters. The monitor simply doesn't work very often. It's full signal when it does, all or nothing!!",BBCWatchdog,28/06/2017 19:28,NA,8.80146E+17,132849881,Real_StuLawson
1593,Wed Jun 28 19:45:49 +0000 2017,8.8015E+17,"@stuS380 Hi Stuart, the monitor does run on the network signalling within the area &amp; sometimes the signal can be we… https://t.co/ig7cRXy2op",8.80146E+17,1868666366,stuS380,"@BBCWatchdog @BritishGas I have smart meters. The monitor simply doesn't work very often. It's full signal when it does, all or nothing!!",BBCWatchdog,28/06/2017 19:28,NA,8.80146E+17,132849881,Real_StuLawson
1583,Wed Jun 28 19:46:02 +0000 2017,8.8015E+17,"@martinthorne Hi Martin, who told you that &amp; how long ago? DM your account info &amp; full address, we'll look into thi… https://t.co/qie7xPD4JY",8.80144E+17,130266730,martinthorne,@BBCWatchdog @BritishGas refused to change our meter for a smart meter as the current one wasn't fitted correctly a few years earlier by BG,BBCWatchdog,28/06/2017 19:19,NA,8.80144E+17,132849881,martinthorne
1603,Wed Jun 28 19:44:55 +0000 2017,8.8015E+17,@mackenziesboy No worries at all :).,8.8015E+17,141505418,mackenziesboy,@BritishGasHelp Thanks for the quick response!,BritishGasHelp,28/06/2017 19:43,8.80149E+17,8.8015E+17,431673892,mackenziesboy
